keyword,category,title,final_price,rating,reviews,platform,delivery,currency,is_emi,link
men running shoes,fashion,LG men running shoes Model 927,10893.0,,3220.0,flipkart,Free Delivery,UNKNOWN,False,
air fryer india,other,Boat air fryer India Model 822,317150.0,,912.0,reliance digital,2 Days,UNKNOWN,False,
power bank fast charging,other,Boat power bank fast charging Model 237 ,40605.0,4.1,4794.0,reliance digital,Free Delivery,UNKNOWN,False,
men running shoes,fashion,Samsung men running shoes Model 400,49074.0,3.4,3514.0,reliance digital,2 Days,UNKNOWN,False,
air fryer india,other,Sony air fryer India Model 728,40235.0,4.9,1832.0,croma,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,Boat office chair ergonomic Model 324,455330.0,4.1,3258.0,amazon,Free Delivery,UNKNOWN,False,
microwave oven convection,other,Puma microwave oven convection Model 672,32574.0,,4159.0,reliance digital,2 Days,UNKNOWN,False,
office chair ergonomic,office equipments,LG office chair ergonomic Model 906,47981.0,,4032.0,flipkart,5 Days,UNKNOWN,False,
air fryer india,other,Nike air fryer India Model 478 ,18795.0,4.7,4940.0,reliance digital,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,Puma office chair ergonomic Model 268,19653.0,,2571.0,amazon,5 Days,UNKNOWN,False,
microwave oven convection,other,Philips microwave oven convection Model 749,12002.0,4.2,1195.0,flipkart,2 Days,UNKNOWN,False,
microwave oven convection,other,Puma microwave oven convection Model 481,35873.0,3.1,4742.0,amazon,5 Days,UNKNOWN,False,
power bank fast charging,other,LG power bank fast charging Model 622,13442.0,4.9,2243.0,amazon,5 Days,UNKNOWN,False,
microwave oven convection,other,LG microwave oven convection Model 140,48117.0,2.7,1141.0,flipkart,5 Days,UNKNOWN,False,
air fryer india,other,Philips air fryer India Model 646,11773.0,4.6,2746.0,croma,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,Puma office chair ergonomic Model 799,7517.0,3.7,2856.0,croma,2 Days,UNKNOWN,False,
power bank fast charging,other,Sony power bank fast charging Model 905,21605.0,3.2,4282.0,flipkart,5 Days,UNKNOWN,False,
men running shoes,fashion,LG men running shoes Model 336,10645.0,2.6,1588.0,amazon,2 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Sony office chair ergonomic Model 805,33876.0,4.2,4729.0,flipkart,2 Days,UNKNOWN,False,
microwave oven convection,other,LG microwave oven convection Model 265,36060.0,2.7,1104.0,amazon,Free Delivery,UNKNOWN,False,
men running shoes,fashion,Boat men running shoes Model 103,11594.0,3.9,3659.0,amazon,5 Days,UNKNOWN,False,
microwave oven convection,other,LG microwave oven convection Model 421,1377.0,5.0,1203.0,reliance digital,Free Delivery,UNKNOWN,False,
power bank fast charging,other,Sony power bank fast charging Model 720,8143.0,5.0,1895.0,amazon,2 Days,UNKNOWN,False,
power bank fast charging,other,HP power bank fast charging Model 730,8200.0,2.7,633.0,flipkart,5 Days,UNKNOWN,False,
microwave oven convection,other,Boat microwave oven convection Model 912 ,14301.0,3.4,3397.0,croma,5 Days,UNKNOWN,False,
air fryer india,other,Philips air fryer India Model 480,48641.0,3.4,436.0,flipkart,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,Samsung office chair ergonomic Model 401,17691.0,4.1,4739.0,flipkart,2 Days,UNKNOWN,False,
air fryer india,other,HP air fryer India Model 467 ,24241.0,3.6,2577.0,croma,5 Days,UNKNOWN,False,
microwave oven convection,other,Philips microwave oven convection Model 811,40899.0,3.1,4061.0,croma,5 Days,UNKNOWN,False,
office chair ergonomic,office equipments,HP office chair ergonomic Model 686,40569.0,4.9,2457.0,amazon,2 Days,UNKNOWN,False,
men running shoes,fashion,Samsung men running shoes Model 708,44224.0,,4643.0,reliance digital,Free Delivery,UNKNOWN,False,
microwave oven convection,other,Dell microwave oven convection Model 732,22414.0,4.5,4065.0,flipkart,2 Days,UNKNOWN,False,
air fryer india,other,Philips air fryer India Model 717,21851.0,4.4,1283.0,reliance digital,2 Days,UNKNOWN,False,
air fryer india,other,Philips air fryer India Model 486,32783.0,3.0,3444.0,reliance digital,Free Delivery,UNKNOWN,False,
men running shoes,fashion,Samsung men running shoes Model 420,25585.0,4.4,382.0,reliance digital,Free Delivery,UNKNOWN,False,
men running shoes,fashion,HP men running shoes Model 244,27366.0,4.7,171.0,amazon,5 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Sony office chair ergonomic Model 515,28389.0,4.6,685.0,croma,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,Philips office chair ergonomic Model 257,17699.0,2.6,1407.0,flipkart,Free Delivery,UNKNOWN,False,
microwave oven convection,other,Dell microwave oven convection Model 900,36248.0,2.9,3267.0,flipkart,Free Delivery,UNKNOWN,False,
men running shoes,fashion,Dell men running shoes Model 531,7064.0,4.9,2725.0,reliance digital,2 Days,UNKNOWN,False,
men running shoes,fashion,HP men running shoes Model 526,45586.0,3.7,483.0,reliance digital,2 Days,UNKNOWN,False,
men running shoes,fashion,Nike men running shoes Model 884,999.0,4.0,1629.0,flipkart,2 Days,UNKNOWN,False,
men running shoes,fashion,Sony men running shoes Model 823,999.0,,3112.0,flipkart,Free Delivery,UNKNOWN,False,
men running shoes,fashion,Puma men running shoes Model 666,23630.0,3.4,982.0,flipkart,5 Days,UNKNOWN,False,
air fryer india,other,Sony air fryer India Model 991,7436.0,4.9,1081.0,flipkart,Free Delivery,UNKNOWN,False,
power bank fast charging,other,Boat power bank fast charging Model 457,18723.0,,3760.0,amazon,2 Days,UNKNOWN,False,
men running shoes,fashion,Nike men running shoes Model 985,5261.0,4.0,947.0,reliance digital,2 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Philips office chair ergonomic Model 290,12568.0,3.3,1037.0,amazon,Free Delivery,UNKNOWN,False,
microwave oven convection,other,HP microwave oven convection Model 705,21357.0,4.3,1751.0,amazon,2 Days,UNKNOWN,False,
men running shoes,fashion,Samsung men running shoes Model 751,49670.0,4.6,900.0,reliance digital,2 Days,UNKNOWN,False,
microwave oven convection,other,LG microwave oven convection Model 443,11089.0,4.4,3882.0,amazon,2 Days,UNKNOWN,False,
microwave oven convection,other,Dell microwave oven convection Model 722,25560.0,4.3,844.0,reliance digital,Free Delivery,UNKNOWN,False,
men running shoes,fashion,Philips men running shoes Model 308,42168.0,3.6,667.0,reliance digital,5 Days,UNKNOWN,False,
men running shoes,fashion,Philips men running shoes Model 169,45637.0,3.1,3481.0,amazon,5 Days,UNKNOWN,False,
office chair ergonomic,office equipments,HP office chair ergonomic Model 913,15034.0,3.3,3503.0,reliance digital,5 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Philips office chair ergonomic Model 989,8904.0,3.0,3739.0,amazon,2 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Puma office chair ergonomic Model 321,44831.0,4.3,4897.0,flipkart,Free Delivery,UNKNOWN,False,
power bank fast charging,other,HP power bank fast charging Model 100,9092.0,3.8,811.0,croma,Free Delivery,UNKNOWN,False,
power bank fast charging,other,HP power bank fast charging Model 956,49324.0,4.9,4798.0,amazon,5 Days,UNKNOWN,False,
office chair ergonomic,office equipments,HP office chair ergonomic Model 726,49015.0,2.9,3373.0,reliance digital,5 Days,UNKNOWN,False,
microwave oven convection,other,Samsung microwave oven convection Model 999,12362.0,3.6,3512.0,croma,5 Days,UNKNOWN,False,
men running shoes,fashion,Dell men running shoes Model 938,18469.0,,3920.0,amazon,5 Days,UNKNOWN,False,
men running shoes,fashion,Boat men running shoes Model 821,11806.0,3.7,3346.0,amazon,2 Days,UNKNOWN,False,
microwave oven convection,other,Sony microwave oven convection Model 983,9278.0,3.2,937.0,amazon,Free Delivery,UNKNOWN,False,
power bank fast charging,other,Samsung power bank fast charging Model 567,2958.0,4.1,4103.0,croma,2 Days,UNKNOWN,False,
office chair ergonomic,office equipments,HP office chair ergonomic Model 586,3054.0,,2790.0,reliance digital,2 Days,UNKNOWN,False,
men running shoes,fashion,LG men running shoes Model 131,43158.0,4.2,184.0,flipkart,2 Days,UNKNOWN,False,
power bank fast charging,other,Samsung power bank fast charging Model 205,86400.0,,2729.0,flipkart,5 Days,UNKNOWN,False,
microwave oven convection,other,LG microwave oven convection Model 469,23503.0,3.7,712.0,reliance digital,2 Days,UNKNOWN,False,
power bank fast charging,other,Puma power bank fast charging Model 586,7191.0,3.9,1373.0,croma,2 Days,UNKNOWN,False,
men running shoes,fashion,Nike men running shoes Model 359,14330.0,3.9,4643.0,amazon,Free Delivery,UNKNOWN,False,
air fryer india,other,Boat air fryer India Model 311,36987.0,4.2,1543.0,amazon,Free Delivery,UNKNOWN,False,
air fryer india,other,HP air fryer India Model 211,39993.0,,149.0,amazon,Free Delivery,UNKNOWN,False,
men running shoes,fashion,Puma men running shoes Model 305,49243.0,3.5,515.0,croma,2 Days,UNKNOWN,False,
microwave oven convection,other,Boat microwave oven convection Model 453,44884.0,4.0,122.0,flipkart,Free Delivery,UNKNOWN,False,
microwave oven convection,other,HP microwave oven convection Model 472,42957.0,3.2,3026.0,croma,5 Days,UNKNOWN,False,
microwave oven convection,other,Dell microwave oven convection Model 838,383970.0,2.8,2066.0,reliance digital,5 Days,UNKNOWN,False,
power bank fast charging,other,Sony power bank fast charging Model 509,38591.0,2.7,969.0,reliance digital,5 Days,UNKNOWN,False,
microwave oven convection,other,Sony microwave oven convection Model 848 ,9020.0,3.0,1410.0,amazon,2 Days,UNKNOWN,False,
power bank fast charging,other,Philips power bank fast charging Model 190,38421.0,,234.0,flipkart,Free Delivery,UNKNOWN,False,
men running shoes,fashion,LG men running shoes Model 449 ,15824.0,2.9,2382.0,reliance digital,2 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Philips office chair ergonomic Model 887,9713.0,3.7,3026.0,flipkart,2 Days,UNKNOWN,False,
men running shoes,fashion,Nike men running shoes Model 850,38043.0,3.3,2625.0,flipkart,2 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Nike office chair ergonomic Model 830,22701.0,4.6,868.0,amazon,Free Delivery,UNKNOWN,False,
men running shoes,fashion,Samsung men running shoes Model 677,31281.0,3.2,1859.0,amazon,5 Days,UNKNOWN,False,
microwave oven convection,other,Samsung microwave oven convection Model 830,39906.0,3.7,2247.0,reliance digital,Free Delivery,UNKNOWN,False,
power bank fast charging,other,Nike power bank fast charging Model 406 ,436130.0,,3636.0,reliance digital,Free Delivery,UNKNOWN,False,
air fryer india,other,Puma air fryer India Model 297,15008.0,4.6,3256.0,croma,5 Days,UNKNOWN,False,
microwave oven convection,other,Philips microwave oven convection Model 423,15450.0,3.5,2281.0,croma,2 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Dell office chair ergonomic Model 787,40869.0,3.4,141.0,reliance digital,5 Days,UNKNOWN,False,
power bank fast charging,other,Philips power bank fast charging Model 149,4795.0,4.1,942.0,croma,2 Days,UNKNOWN,False,
men running shoes,fashion,Nike men running shoes Model 733,71900.0,4.1,4924.0,flipkart,Free Delivery,UNKNOWN,False,
power bank fast charging,other,Sony power bank fast charging Model 747,29596.0,4.3,934.0,reliance digital,2 Days,UNKNOWN,False,
microwave oven convection,other,Sony microwave oven convection Model 408,41193.0,,2034.0,amazon,2 Days,UNKNOWN,False,
microwave oven convection,other,Samsung microwave oven convection Model 326,2525.0,,3415.0,croma,5 Days,UNKNOWN,False,
men running shoes,fashion,Samsung men running shoes Model 836,712.0,4.6,819.0,flipkart,2 Days,UNKNOWN,False,
power bank fast charging,other,HP power bank fast charging Model 709,24141.0,3.2,2688.0,croma,2 Days,UNKNOWN,False,
microwave oven convection,other,Puma microwave oven convection Model 523,44457.0,4.5,760.0,croma,2 Days,UNKNOWN,False,
power bank fast charging,other,Sony power bank fast charging Model 711 ,10504.0,3.5,3408.0,croma,Free Delivery,UNKNOWN,False,
microwave oven convection,other,Sony microwave oven convection Model 360,42530.0,3.4,4316.0,flipkart,2 Days,UNKNOWN,False,
men running shoes,fashion,Puma men running shoes Model 511,19924.0,4.5,902.0,flipkart,2 Days,UNKNOWN,False,
microwave oven convection,other,Samsung microwave oven convection Model 533,6933.0,3.8,4407.0,croma,5 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Samsung office chair ergonomic Model 192,20680.0,2.8,934.0,amazon,2 Days,UNKNOWN,False,
men running shoes,fashion,Dell men running shoes Model 277,10071.0,4.9,4560.0,croma,5 Days,UNKNOWN,False,
power bank fast charging,other,Samsung power bank fast charging Model 321,34057.0,4.5,3652.0,amazon,5 Days,UNKNOWN,False,
air fryer india,other,Sony air fryer India Model 833,15593.0,3.1,4956.0,croma,5 Days,UNKNOWN,False,
air fryer india,other,LG air fryer India Model 739,21483.0,4.4,1545.0,flipkart,Free Delivery,UNKNOWN,False,
air fryer india,other,Dell air fryer India Model 150,5659.0,4.2,270.0,amazon,5 Days,UNKNOWN,False,
air fryer india,other,Nike air fryer India Model 258,17028.0,3.0,3583.0,flipkart,5 Days,UNKNOWN,False,
office chair ergonomic,office equipments,Sony office chair ergonomic Model 546,11042.0,3.0,571.0,flipkart,Free Delivery,UNKNOWN,False,
microwave oven convection,other,HP microwave oven convection Model 690,47857.0,3.3,4944.0,amazon,Free Delivery,UNKNOWN,False,
power bank fast charging,other,Philips power bank fast charging Model 708 ,12594.0,4.1,4687.0,reliance digital,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,Boat office chair ergonomic Model 303,9335.0,,844.0,reliance digital,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,Nike office chair ergonomic Model 994,33453.0,4.3,1126.0,reliance digital,Free Delivery,UNKNOWN,False,
air fryer india,other,Samsung air fryer India Model 440,18612.0,2.6,3055.0,croma,5 Days,UNKNOWN,False,
office chair ergonomic,office equipments,LG office chair ergonomic Model 874,35478.0,4.9,3461.0,amazon,5 Days,UNKNOWN,False,
air fryer india,other,LG air fryer India Model 428,8757.0,4.9,2023.0,croma,Free Delivery,UNKNOWN,False,
men running shoes,fashion,Boat men running shoes Model 882,29336.0,2.8,199.0,flipkart,5 Days,UNKNOWN,False,
microwave oven convection,other,HP microwave oven convection Model 721,38318.0,3.8,2831.0,reliance digital,5 Days,UNKNOWN,False,
power bank fast charging,other,Puma power bank fast charging Model 333,7947.0,3.3,3734.0,croma,5 Days,UNKNOWN,False,
power bank fast charging,other,Nike power bank fast charging Model 373,49953.0,4.9,2218.0,flipkart,Free Delivery,UNKNOWN,False,
power bank fast charging,other,Sony power bank fast charging Model 300,9342.0,,3843.0,croma,2 Days,UNKNOWN,False,
air fryer india,other,HP air fryer India Model 869,38110.0,4.6,4859.0,flipkart,2 Days,UNKNOWN,False,
microwave oven convection,other,Dell microwave oven convection Model 140,36301.0,,2443.0,amazon,5 Days,UNKNOWN,False,
power bank fast charging,other,Sony power bank fast charging Model 678,44668.0,3.2,2300.0,flipkart,5 Days,UNKNOWN,False,
microwave oven convection,other,Sony microwave oven convection Model 705,10551.0,3.0,1713.0,croma,Free Delivery,UNKNOWN,False,
men running shoes,fashion,Dell men running shoes Model 628,390740.0,4.6,4015.0,croma,5 Days,UNKNOWN,False,
men running shoes,fashion,Nike men running shoes Model 571,10750.0,4.4,586.0,croma,2 Days,UNKNOWN,False,
men running shoes,fashion,Sony men running shoes Model 922,29370.0,4.6,1501.0,amazon,Free Delivery,UNKNOWN,False,
air fryer india,other,LG air fryer India Model 691,43902.0,4.8,2395.0,croma,5 Days,UNKNOWN,False,
air fryer india,other,Puma air fryer India Model 696,8987.0,4.8,2999.0,reliance digital,Free Delivery,UNKNOWN,False,
office chair ergonomic,office equipments,Philips office chair ergonomic Model 733,2022.0,3.7,,flipkart,2 Days,UNKNOWN,False,
men running shoes,fashion,Boat men running shoes Model 961,3146.0,2.9,521.0,amazon,Free Delivery,UNKNOWN,False,
air fryer india,other,HP air fryer India Model 627,22353.0,4.0,4304.0,flipkart,2 Days,UNKNOWN,False,
air fryer india,other,LG air fryer India Model 628 ,41688.0,3.0,987.0,reliance digital,Free Delivery,UNKNOWN,False,
power bank fast charging,other,Boat power bank fast charging Model 932,15951.0,4.9,3521.0,reliance digital,2 Days,UNKNOWN,False,
microwave oven convection,other,Dell microwave oven convection Model 915,17906.0,4.2,1947.0,amazon,2 Days,UNKNOWN,False,
office chair ergonomic,office equipments,HP office chair ergonomic Model 117,19227.0,4.4,3149.0,reliance digital,2 Days,UNKNOWN,False,
